package,sha256,vercodecom.mojopizza,8A9E9FF30DFA9734CE9870CDA0C7CA627F02341B07F9049D54E80A28B1E7C0C9,89
com.junismile.superfood.de,D9C2FE3B0D90E62232DC2F38BA26D966E3F54A7BE7C69DFE9880F06CF33095AA,85
lozi.loship_user,177E15D01F1D90106E9986584F20D62DB026FFA4C70767E8AA945965BAACADCE,636
com.cookware.worldcusinerecipes,E0A2430DA6DD7B93A5F8C21A713289103DA88837F12B86D25FF78A77E6DB903F,56
com.yatechnologies.yassirfoodclient,F412206B83D503D697B65E0C8121AF6EDDCC4A2C98CF8197EA088D02CF5D422C,155
com.tenbis.tbapp,721ED71287265057EECF81222F4AE101D6F161F875C87E1FA8663F0175A9FB2D,5016
com.justeat.app.it,A39AA29C2FEF299DCCCAC3AE294E4AD9F0157A2FACF72BD73189AFDF5C2812FB,61596241
com.kopikenangan,50BAFF37E714B8BDC5071ADA45576EAFEAD9ADC481F9FC6DE3BE1AF7A01CE51A,143
se.nansen.coop,1C86B8EDFAEC75ACA58DC7A96DE3896ED46FBB69B265B9EC15CAAA24F9178AA8,6973
com.yopeso.lieferando,D1762BAC54FAE294BE99D2346BDB544C57EC37FB2700437758CF68C3B2D0A38F,1610000201
com.bauermedia.leckertagesrezepte,94B199B51E1165958F69A9AB1500075957780FFE56CA0A70165CAB2DBBB5B18A,502
com.instacart.client.publix,0645AFA4E32B0EABC7F12FB1BAF11BB4A7803E4757539027542CA806DE412B3A,67304000
ua.raketa.app,3A2E7BA1C03750C089CA3A4D99279B97338994C19D994D9109258F486ECDF7FE,360
com.chakir.eminem,8F8C0CAB7B3F2E1B00AF0EBFE4479D63D14DCEC64E987B5CAB2680EF5150EEBD,45
com.lafourchette.lafourchette,9C9EE83A1C753D38376943D92C9417FBE5BB1B5A4BD468FF8CBC1F287DDFF4DD,17754
com.home.recipes.food.drink,2C73C7E85261F68031AE1578A7D2E2EE761B498ECAE00F6DE80F16A720964BAE,2001058
com.shakeshack.android,00308380EAC31A8E90E13AF70B950BBD71393E51F49A8E3E3D21EFAE389460EE,4294
com.kasacapital.bitesquad,9C3B8AB0C0309B4154B8D6B6FD68BD16F0136FBEB4B6F89B897358F8E91D931D,2021092102
jp.co.recruit.mtl.android.hotpepper,4CBCFEB17FA7334F92E7668DB074C9611719D62E9D3069A49588A329C0B50E0E,318
com.orangefish.app.delicacy,1FE36C63FCF2D14DA03167C3CA9DA4EFF9C8BBC20D333026482D10748A71669B,1365
de.pizza,2E1E490FD74D873ED50A17D818EDA075BC2CE17BF7EB069168C32AE167C2D18A,1610000168
de.rewe.app.mobile,835C2079E7A4D43B7CC21EF92F56EF0049515BCDBA4DB1B13FDC84C458D6AA27,15278
com.hungerstation.android.web,A873D80F31EFC9FD238F2265ED332283A05BE998ADFF53E70331095A3A66F353,885
com.jumiafood.android,9E5FADECA2CE6EFE23239207455FE4531370BD1282AE1AB1BE408282FCDCC88C,515
de.pixelhouse,4D8A9B9F47A10CD2548726E588AE7968173B5B6FF84AA431E186589F4E7249A7,404020042
com.anovaculinary.android,B2EB0196B04A3CCAA205E9629250281502D85407175B9E4B792FA63DA7CDF031,1142
tv.every.delishkitchen,F9253E9BC1A7F76481AC669376DDDE93B7ACD4A29C80BC5774A8F1A163F6E438,380
com.fineapp.yogiyo,24DA9163D6DDF55248FFAFEA92B5454D5B0E0792D9D41839ECB993B81DE2A31D,40003783
at.lieferservice.android,2174A3CA52AFFF04ACDD652EF2A807F225D388044A0434271E4504037D9DF229,1610000193
com.main.gopuff,F365C4BF0E6DADE056B29C3FFB0CC60481752AD356BA87A789D5CDF3626AE56F,127319
com.inovel.app.yemeksepeti,8B433D5FAE8C482FD23C4F890E27A2767FC7A5C039F83CA145F61625E7F0AD94,106
com.opentable,DCBBE69D5241642E1BA2450C28A0845D9D67118DE4AA9B47BFE98DBB46F12605,2116071
bd.com.evaly.efood,9C005233658B101885C130E2DB45B3C9F51782BF95CA1786825E1B927C40DDD2,278
com.openreply.pam,BFBE8B4BC45703317D3309954AE84C6AC25E64DCB8963939E208DB4740CE778E,107
com.recipess.oum.walid,9DB32DE94E3139143384DACB0EC77BB3395B000FC3068A49122E25D58103F9E3,465
com.panera.bread,A76517342B40D72AC3FF2466775CC304137FB856148F10D1CD54247EDA4A9011,35001300
com.chefclub.App,1EC87E2AC9484D1D139D6E0558DE4638768DAB31D8AC920D2F06D1A6F6170D21,116
com.chickfila.cfaflagship,21D3234D4F984C07588332E4F0A47EA530BE33CADBC4C43E62905E53DC6DB9F5,20211601
com.thecoffeehouse.guestapp,51D1026E14ECC1AC46FBA31667621B2D75363593136D9597AD3796A336800C7D,4194526
be.pizza.android,B54FD0D53B2802FFF39994D75B46BACA3DFF1625FC91B74DB8652A9C72C3B5BD,1610000200
com.joelapenna.foursquared,CDE51D9A6AF19D2037295A4F127360F79023FFE184DFBB8CFD398FCC12D3E57E,2021091421
com.coupang.mobile.eats,18280562AC443743895DE65016A8F64B51E533BC36AC3F6D747F4EF9947D26E7,1003150
com.deliveryclub,A8D1A8F42C6D070DE91B40691BAFAB902A547686C7F22270DB68842BB8CFA469,466010
com.app.tgtg,58BB88499D3B13066853CC742B330BAC115F9EE260D87B7877327F9539333BA0,547
in.swiggy.android,10465CBEDDA083E5730629686066840C85DD65CC6C220B6B82C0F46E14B6DE8A,995
